text,language,sentiment,confidence,topic_id,topic_label,region,country,language_name,date,likes
   Ulitaka kujua siasa hzi za democrazy nawaomba musome kitabu kinachoitwa The Prince by Machiavelli Ndio,swa,positive,0.46908608078956604,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-05-14,435
   Niite Mr  mtonye DJ zero aguse kibabe ya kwa,swa,neutral,0.7983586192131042,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-06-24,117
Never nkunguu kwa sasa tunalifanyia kazi hilo ili kuongeza vituo vya huduma zetu za usambazaji tafadhali endelea kusubiri tutatoa muongozo,swa,neutral,0.503929078578949,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-28,136
What a joy Nahodha wa Taifa Stars akisaini mkono wa kijana mdogo kama kumbukumbu kwa kijana huyo kwamba aliwahi kuonana na Samatta,swa,positive,0.7438554763793945,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-07-31,360
Ujanja ujanja wa wafanyabiashara  je nini,swa,neutral,0.7291720509529114,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-07-04,192
   Zama zinabadilika,swa,neutral,0.8537251949310303,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-06-29,351
   Ukiwa huna hela utangatwa hata na mbwa wako,swa,neutral,0.8372554183006287,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-06-15,129
TAFITIUtafiti uliofanywa hivi karibuni umegundua vile unatumia zaidi vyakula na vinywaji vyenye sukari ndivyo unavyoongeza hatari ya kufa haraka Tiba Fasta 2018,swa,neutral,0.6232436895370483,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-08-05,218
   Hongera kaka mkubwa kwa kufunga ndoakila la kheri,swa,positive,0.8316741585731506,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-07-15,347
   Ni kosa gani mpenzi wako akifanya huwezi kumsamehe,swa,neutral,0.8993492126464844,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-08-18,95
   Baada ya kusubiria sana hatimaye sasa imebakia siku moja watu wa Arusha mle minyamanyama uku mkipata burudani kadhaa,swa,neutral,0.5207860469818115,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-04-28,246
Asante sana na kwa niaba yake tunasema asante sanaAmani,swa,positive,0.9503273367881775,3,3_tigo_huduma_na_sana,East Africa,Kenya/Tanzania,Swahili,2026-01-22,1
   Moja ya Kitu Kinayumbisha Mahusiano na Ndoa Siku Hizi Ni Pesa Ni Kweli Pesa Hainunui Upendo ila Pesa Inanunua Chakula N,swa,neutral,0.6268897652626038,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-05-22,412
Moshi Hivi sasa tuko katika uboreshaji wa mfumo wa usambazaji wa huduma na bidhaa zetu ili wateja Wetu wapate huduma bora zaidi Zoezi likikamilika tutatoa mawasiliano ya mawakala Wetu Tunaomba radhi kwa usumbufu unaojitokeza,swa,positive,0.47033798694610596,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-07-18,369
Asante kwa kutembelea kurasa yetu  CM,swa,positive,0.8353806138038635,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-01-11,409
Anatakiwa achapike mtu offline uko aje atoe ushahidi humu ndo heshima itakuwepo,swa,neutral,0.8965051174163818,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-01-01,143
   Ukifundisha mwanaume kilimofamilia yake itashiba Ukimfumdisha mwanamke kilimojamii yake itashiba Tayari,swa,neutral,0.6781941652297974,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-07-20,183
Asante kwa kushiriki na endelea kutembelea ukurasa wetu wa Zantel,swa,positive,0.9101011753082275,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-02-02,125
Habari Maoni yako tunayafanyia kaziCF,swa,neutral,0.8172675967216492,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-01,335
   Wasichojua hatuwez kutatua tatizo kwa kujifanya halipo Asichojua yy mwnywe kashiriki kutangaza tatizo,swa,neutral,0.8121013045310974,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-05-26,154
But sidhani iyo inaondoa utanzania wao wanatumia passport gani kusafiria,swa,neutral,0.6521275639533997,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-08-24,164
UTUMIAJI WA P2 ULIOPITILIZA utapelekea Kuzoofisha ukuta wa tumbo na kuharibu mji wa mimba sababu hii inaweza kupelekea Kutoweza kushika UJAUZITO huko Mbeleni FinallyTumia njia ya Uzazi wa mpango ulio mzuri kwa afya Epuka kujamiana bila kinga kama ujaoa Uoe,swa,positive,0.5456574559211731,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-10,245
Karibu DTBTanzania head office ujipatie zawadi yako,swa,neutral,0.8308690786361694,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-06-15,248
   STORY YA UMMILKHERY Nina miaka 25 Ni raisi kivuli wa mkutano wa Umoja wa mataifa Tanzania Pia ni mku,swa,positive,0.6500990986824036,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-07-03,219
   Katika Manunuzi ya Umma yanayosimamiwa na kudhibitiwa na PPRA imetengwa 30 ya manunuzi yake yatoke kwa Vijana 10 W,swa,positive,0.5238239765167236,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-19,319
Habari Asante kwa kuwasiliana nasi kupitia kurasa zetu maoni yako mazuri ya kuboresha huduma zetu yametufikia na tunayafanyia kazi,swa,positive,0.6382391452789307,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-02-02,326
   Arushaaaaa We here today Sijui nimuachie achane tena na leo sema Wa  Ara wanaweza mrushia maji akianza ki,swa,neutral,0.4897462725639343,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-06-10,43
   Katika kila TZS 1 ya Bajeti Senti 587 zinakwenda katika sekta 5 za Malengo Makuu ya SMZ,swa,neutral,0.8477479219436646,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-06,337
   Mnakumbuka kipindi Jerry Tegeta alipokuwa akitupa raha Stars na Yanga ni kama leo Alikiba anavyotuburudish,swa,neutral,0.9042611122131348,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-05-16,459
Kumbe hela za kufanya anasa mnazo ila za maendeleo ndio hamna mpaka tozokama mna uwezo wa kununua ndege bila tozo mnashindwa nini kujenga shule na hospital NB Priorities,swa,neutral,0.7978821396827698,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-06-12,185
unaweza pia ukajiunga na vifurushi mbalimbali tafadhali piga 14700 au 14800 kisha chagua zaizi yako ili kuweza kujiunga na vifurushi kulingana na matumizi yako,swa,neutral,0.7660225033760071,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-04-22,78
   Huyu shahidi anatatupa tafsiri ya haraka haraka ya gharama za kujihusisha na siasa za upinzani Tanzania inatisha kwakweli,swa,neutral,0.6600757837295532,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-06-28,475
Tuna Ofisi za Usajili kwenye kila Wilaya Mkoani DaEsSalaam na Mikoa yote ya Tanzania fika kwenye Ofisi yetu ya usajili Wilaya unayoishi tuweze kukuhudumia au fika kwenye Ofisi ya Serikali ya Mtaa unaoishi kwa maelekezo zaidi,swa,neutral,0.4521159529685974,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-07-15,155
   Ipe thamani wikiendi yako ya kwanza ya mwezi Oktoba kwa kuelimika na  Tazama hapa ratiba ya vipindi k,swa,neutral,0.7424653768539429,3,3_tigo_huduma_na_sana,East Africa,Kenya/Tanzania,Swahili,2026-01-29,437
   Kama Huna Hela Jitahidi Basi Ujifunze Hata Dini Ili Kwenye Vikao Vya Familia Wakutegemee Kufungua Vikao Kwa Sala Na Mao,swa,neutral,0.6291606426239014,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-26,197
Habari asante kwa kutembelea ukurasa wetu unahitajika kutembelea kwenye ATM mashine ukiwa na kadi yako na uweze kusajili namba unayohitaji kuitumia sasa Unahitajika kuwa na kadi ya ATM kuweza kujisajili karibuTL,swa,neutral,0.5488266348838806,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-19,29
   Kama watu wanapata Shahada za heshima kwanini leo sisi tusimtunuku ndugu yetu kaka yangu Degree ya heshi,swa,neutral,0.6805996298789978,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-18,43
   EWE KIJANA AMKA KUMEKUCHA Ni asubuhi nyingine tena katika ulimwengu uliojaa fursa nyingi hususani za kilimo biashara T,swa,neutral,0.6994317173957825,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-05-15,423
   Hawa ndiyo vijana waliokuwa na ushawishi zaidi mwaka 2019 Mwaka huu zitakuja sura zingine au watendelea kuongeza ushawi,swa,neutral,0.796097457408905,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-05-30,289
   Hakuna budi kumshukuru mungu muumba mbingu n ardhi kwakuweza kutuamsha siku ingine tena naomba baraka zake nitembee n,swa,neutral,0.6134499907493591,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-02-19,463
   Sio kesi pia tatizo hapo liko wapi Mpaka kufikia Mwaka 1997 serikali ilitaka Mtoto aanze shule akiwa na mia,swa,neutral,0.8785333633422852,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-04-10,166
   Kama unataka kufanya biashara katika karne hii ya 21 ni matumizi ya Teknolojia ukiogopa huwezi kuongoza soko wala kung,swa,neutral,0.7836762070655823,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-08,401
Wajanja wote waliopata chanjo ya Uviko 19 wanakiri kupata kero ndogo ndogo siku za mwanzoni kama homa na kuumwa kichwa Tofauti na hapo mambo ni burudani kama kusukuma mlevi kwenye mteremko,swa,positive,0.4462568759918213,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-02-27,482
Matatizo ya kiufundi hutokea katika Mtandao wowote Pole kwa usumbufu tuvumilie wakati huu tunapotafuta ufumbuzi wa haraka,swa,positive,0.6750966906547546,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-07-22,71
   Ukurasa rasmi wa twitter wa jana ulifikisha wafuasi 40000 Wewe ni na bado hujaufuata basi ong,swa,neutral,0.7962247133255005,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-06-03,271
   SABABU INAYOFANYA MTU AJIUMIZE AU KUUMIZA WATU WENGINE NI UKOSEFU WA MAARIFA UNAWARENESS,swa,neutral,0.6380380392074585,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-01,425
Sindio nyie mkipostiwa chakula mnalalamika mna njaa roho zina waumaleo hazitouma nipost,swa,neutral,0.8042622208595276,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-01-03,176
   Uongozi wa Kampuni ya Lugumi Enterprises Limited unapenda kumpongeza Rais wa Jamhuri ya Muungano wa Tanzania Samia Sulu,swa,positive,0.6722045540809631,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-05-18,324
Wallelulu tunaomba taarifa kuhusiana na namba yako ya simu unayotumia upande wa internet,swa,neutral,0.5145853161811829,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-03-19,298
 SIRI YA UGANDA KUIPIKU KENYA NA TANZANIA KATIKA UZALISHAJI WA MAZIWA AFRIKA MASHARIKI Soma hapa,swa,neutral,0.5326274037361145,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-04-28,7
Jambo gani litakufanya uwe na furaha kama ya Rashford Funguka,swa,neutral,0.7449521422386169,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-03-13,336
Weka taarifa zako kama jina uliotumia kuomba kuunganishwa mbezi sehemu gani umelipia kiasi gani na lini bila kusaau namba ya simu,swa,neutral,0.8328078985214233,3,3_tigo_huduma_na_sana,East Africa,Kenya/Tanzania,Swahili,2026-03-22,5
Droo ya saba ya imefanyika leo na kushuhudia washindi wengine 20 wa Tsh 100000 kila mmoja Mpaka sasa jumla ya Watanzania 140 washajishindia vitata vya fedha na wengine 6 wamejishindia Samsung Galaxy S9 Endelea kutumia na na wewe ushinde,swa,positive,0.3854570984840393,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-06-15,107
Luteni Jenerali Mohamed alisema jamii ya mchezo wa Golf Tanzania inatambua mchango mkubwa unaotolewa na NMB katika kudhamini mchezo huo mara zote jambo ambalo linaendeleza kukua kwa mchezo huo nchini hivyo tutaendelea kushirikiana na benki hiyo,swa,positive,0.4191865921020508,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-08-03,487
   Nawaambia haya machozi ya Watanzania yatakuja kumtia wazimu beberu mweusi Watu wanauliwa watu wanapotea watu wanajer,swa,neutral,0.5229878425598145,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-08-15,36
Klabu ya Simba imetozwa faini ya milioni tatu kwa kuingia uwanjani wakitumia mlango usio rasmi lakini vilevile kutotumia njia maalum iliyowekwa kwa ajili ya kuingia kwenye eneo la kuchezea Adhabu imetolewa kwa kuzingatia Kanuni ya 14 49 ya Ligi Kuu kuhusu Taratibu za Mchezo,swa,positive,0.44885995984077454,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-04,335
   Utabiri wa Hali ya Hewa wa saa 24 zijazo kuanzia saa 3 usiku wa leo 29082018 kama unavyoletwa,swa,neutral,0.49376726150512695,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-05-02,150
   Bro jamaa aliye kuazima suti amesema utoke juani suti yake itapauka,swa,neutral,0.7873302102088928,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-05-15,128
Shilole AKA Shishi Baby kuhusu UkatiliUnyanyasaji Mtandaoni,swa,positive,0.7824565768241882,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-02,311
   Zabuni za ujenzi wa hoteli ya nyota 4 na maeneo ya biashara kwenye jengo la 3 la abiria JNIA JNIATBIII jijini Dar es sala,swa,neutral,0.6389258503913879,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-05-21,51
Mwenyekiti wa Jumuiya za Tawala za Mikoa ALAT Gulamhafeez Mukadamu kulia akipokea mfano wa hundi ya Sh milioni 100 kutoka kwa Meneja wa NMB Kanda ya Kati  Nsolo Mlozi kama udhamini wa mkutano Mkuu wa Mwaka wa ALAT unaotarajiwa kufanyika kuanzia wiki ijayo Jijini Dodoma,swa,positive,0.534412145614624,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-03-05,296
   Pata burger nzuri the best in town tupo Engen Petrol Station Mbezi Beach,swa,neutral,0.8094212412834167,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-08,73
Tembelea tawi letu karibu nawe au tupigie kupitia namba 0800780111 tuweze kukusaidia,swa,neutral,0.763404130935669,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-04-16,437
Habari EliasGharama ni shilingi 3500 kwa kiasi hicho JB,swa,neutral,0.6959099173545837,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-06-30,119
Habari hatujapokea picha ya kitambulisho chakoJuma,swa,neutral,0.843305766582489,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-06-16,95
   4 Anne Kilango tulikua tumetulia sana ila baada ya gesi na mafuta kugundulika wanataka tuvurugane wachukue vil,swa,neutral,0.7669296860694885,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-03-20,397
   Leo Oktoba 3 ndio siku ya uteuzi wa Waandikishaji wa Wapiga kura,swa,neutral,0.8316699862480164,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-01-15,231
Waziri Wa Afya Maendeleo ya Jamii Jinsia Wazee na Watoto Ummy Mwalimu amekagua utoaji Huduma za Afya katika Hospitali Teule ya Rufaa ya Mkoa wa Njombe na kubaini,swa,positive,0.5065950155258179,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-01-06,177
   Muonekano wa kipande kilichotandikwa reli ya kisasa ya SGR jijini Dar es Salaam,swa,positive,0.7619789242744446,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-02-19,401
   Taarifa ya Ufafanuzi Kwa Umma Kutoka Wizara ya Maliasili na Utalii Kuhusu Picha ya Video inayozunguka Kwenye Mitandao ya Ki,swa,positive,0.5892277359962463,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-05-08,78
   Mtihani mkubwa sana huu jamani turudi katika maadili yetu,swa,positive,0.6282743811607361,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-08-15,106
Dudubaya ashikiliwa na Polisi gtgtgt,swa,neutral,0.6071585416793823,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-06-22,462
Laini ni bureyawezekana hiyo buku uliyotoa walikuwekea vocha kwa sababu ukipewa laini lazima uweke salio ili waiwezeshe kwa salio iwe hewani,swa,neutral,0.6772082448005676,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-06-15,206
KIGOGO WA TANAPA AIBIWA MILIONI 94 GESTI              Mkuu wa Kikosi kazi cha Kupambana na Ujangili Kanda ya Ziwa ambaye pia ni Mhifadhi wa Shirika la Hifadhi za Taifa,swa,neutral,0.6827215552330017,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-04-18,405
Huduma za TigoPesa zimerudi hewani sasa Tunaomba radhi kwa usumbufu uliojitokeza,swa,neutral,0.5056123733520508,3,3_tigo_huduma_na_sana,East Africa,Kenya/Tanzania,Swahili,2026-01-21,273
   Serikali imeamua kuwa vipimo kwa ajili ya homa ya Dengue vitatolewa BURE kwenye vituo vya kutolea vya kutolea huduma,swa,positive,0.7757986187934875,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-07,85
Ilikuwa Interview Bomba kabisa kudos kwako na Mendez,swa,neutral,0.8207035660743713,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-02-28,312
   Tupigie direct tunakufikishia mlipobanana Only,swa,neutral,0.8065047264099121,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-06-20,456
   Tumemuandikia barua Rais achukue hatua asije baadaye akatulaumu wapo wadau wengi napozungumza maridhiano simaanishi,swa,neutral,0.4806938171386719,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-04-19,352
   Wapo waliopotea bila kujulikana walipo kama vile Ben SaananeAzory Gwanda na Mkitii wa Halmashauri ya KibondoSmoni Kangoye,swa,positive,0.6233564019203186,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-08-25,311
Tarehe 29 hadi 31 October wameandaa safari ya kutembelea LushotoTanga Tutakua huko kwa siku tatu gharama ni Tsh 260000 kwa mtu mmoja Gharama zinahusisha vitu vyote muhimu yan usafiri malazi chakula na utalii Fanya booking uungane nasi Piga namba 0672358189,swa,neutral,0.49124249815940857,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-04-05,500
Na tutawapataje tutapataje madini yaonkuptia muitikio wapo kama nimepost cha maana Mfano nilipost kuhusu ushaur unaeza mshaur mtu achkue kozi gan km ufaham tweet huenda wanaofhm wanajua Mm ataniwe na followers 10 Lkn nikipost kitu kikapokelewa am happy na idad ya foll,swa,neutral,0.507545530796051,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-02-28,400
Mitandao ya kijamii Ukiwa una Moyo mdogo Kama Remote ya AC ya Samsung Basi jiandae Kuwa Mtu wa kukosa amani,swa,neutral,0.524833083152771,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-05-07,46
Habari Pole kwa changamoto hiyo tafadhali fahamu tumekwishaondoa ujumbe huo,swa,neutral,0.7815855741500854,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-09,342
Kurasa ya Mbele na Nyuma kutoka Gazeti la UHURU Novemba 13 2018 Jipatie nakala yako kwa Tsh1000 2018,swa,neutral,0.6313731670379639,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-06-28,461
Mseng yulena nikimiliki bastola naanza nae kumtoa ukilemaalitaka nipotelee jela kifala,swa,neutral,0.6969367861747742,3,3_tigo_huduma_na_sana,East Africa,Kenya/Tanzania,Swahili,2026-03-28,457
 Acha kuongea juu ya shida Unazo Kumbana Nazona anza kufikiria suluhisho tu,swa,neutral,0.8043763041496277,3,3_tigo_huduma_na_sana,East Africa,Kenya/Tanzania,Swahili,2026-07-03,280
   Katibu Mkuu wa chama tawala Kenya Jubilee Raphael Tuju amepata ajali katika eneo la Magina barabara kuu ya Nakuru N,swa,neutral,0.6157598495483398,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-04-18,403
   Japo huwauwa viumbe watakao mchokoza ila Tembo yeye hali nyama,swa,negative,0.5385233163833618,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-04-03,325
Ni Easy na EzypesaBabe Tumia Ezypesa na Ushinde,swa,neutral,0.565791130065918,3,3_tigo_huduma_na_sana,East Africa,Kenya/Tanzania,Swahili,2026-06-24,429
Tunsume Sakajinga 59 mkazi wa Mgeninani jijini Dar es Salaam anadaiwa kuuawa na Mfanyakazi wake wa ndani Gideon Elias 20 kwa kuchomwa na mkasi shingoni Januari 12 Gideon anatuhumiwa kutenda kosa hilo ili achukue mafao ya mfanyakazi huyo wa TPA aliyestaafu Disemba 30,swa,neutral,0.46823468804359436,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-04-12,152
   Kuna mdau wa Toba asilia ana jambo lake na watu wenye vidonda vya tumbo No chemicals added Cheki nae hapa 0654 982 582,swa,neutral,0.8062136769294739,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-02-20,101
Mimi ni mama na nina wajukuu Nilianza kuuza mitumba mwaka 1991 kwa mtaji wa elfu ishirini Baada ya hapo,swa,neutral,0.7257378101348877,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-02,253
   Anayekunywa Wine na anayekunywa gongo wote wanatafuta kulewa,swa,neutral,0.8610244989395142,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-07-24,354
   Japo mimi ni moja ya watu wanaotaka machinga wawe monitored ila hii monitoring inafanyika kienyeji enyeji sana labda wat,swa,neutral,0.6898630261421204,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-03-16,109
   Mheshimiwa Rais Mstaafu Ali Hassan Mwinyi anatimiza leo miaka 96 na leo anatupatia zawadi ya kitabu tawasifu ya maisha,swa,positive,0.5190662741661072,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-07-09,271
Fuatilia mashindano haya ya Golf Sony Open In Hawaii yatakayoruka Live kupitia SS1 kuanzia saa 9 alfajiri,swa,neutral,0.8142736554145813,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-08-05,40
   Kwa maana nyingine ni kutazama nyuma kwa shukrani tazama Mbele kwa matumaini tazama kando kwa mapendo na tazama juu kwa im,swa,neutral,0.5310018658638,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-05-10,379
   Neno connection limejipatia umaarufu katika siku za hivi karibuni hasa kila mara inapotokea picha au video za uchi zi,swa,neutral,0.7368451356887817,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-01-18,429
   Kuna wimbi la vijana kuendekeza starehe zaidi na kushindwa kuwekeza kwenye kazina mipango mingine ya maendeleo Je kuna a,swa,neutral,0.671968400478363,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-02-22,224
   Liverpool inahitaji alama moja tu kufuzu 16 Bora za Mabinga wa ulaya UEFA Mapema usiku 2055 wanakipiga ugenini kwa Reb bul,swa,neutral,0.7146525979042053,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-05-07,343
   airphone mwenda alikuwa hasikilizi mtu skeletoni muhusika kwenye picha ni marehem grass ya damu kuna,swa,neutral,0.819082498550415,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-02-21,451
   Afya  Habari Marketing Ucheshi Unene Wivu,swa,neutral,0.8854097127914429,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-03-21,59
Ningependa pia kwa yule Mwenye uwezo Aweze kutoa Msaada pia Kwa wale wasio kuwa na Uwezo Msaada wa MalaziMavazi na Makazi Usichome Nguo Kuna watu wanahitaji Usitupe Chakula Kuna watu wanahitaji DunianiTunapita Na Kila Kitu tutakiacha Usi,swa,positive,0.7374718189239502,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-07-16,284
Hauna akili,swa,neutral,0.7647433876991272,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-07-29,60
   Zinakufa sababu most of them wanawekeza kwenye biashara ambazo hawana uelewa nazo na wanawekeza kwenye bias,swa,neutral,0.7669598460197449,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-02-19,135
1 Bonyeza kitufe cha POWER kupitia rimoti yako 2 Shikilia P kupitia kisimbuzi chako hadi neno CODE litakapotokea kwenye luninga yako,swa,neutral,0.8108037710189819,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-03-01,214
Hongereni sana,swa,positive,0.9536181688308716,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-04-30,119
Habari tunaomba namba yako kwa msaada zaidiKA,swa,neutral,0.7115927338600159,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-02-26,423
   Rais Dkt John Magufuli akizungumza na wananchi mbalimbali katika hospitali ya Taifa ya Muhimbili mara baada ya kutoka kuwaj,swa,positive,0.4643915891647339,-1,misc / outlier,East Africa,Kenya/Tanzania,Swahili,2026-03-09,71
   Aah kwasababu tunaishia kifuani tuu not fair,swa,neutral,0.822970986366272,2,2_tanzania_ya_wa_kenya,East Africa,Kenya/Tanzania,Swahili,2026-07-14,242
Hapa shangazi unanichanganyasawa ni travel document lakini si inatumika kutambua mtu katoka nchi gani kumiliki passport ya Tanzania maana yake we si mtanzaniaau me ndo sielewi,swa,neutral,0.6635870337486267,0,0_ya_na_kwa_wa,East Africa,Kenya/Tanzania,Swahili,2026-08-16,252
Watu wengine hawatakupenda hata ufanye nini na watu wengine hawataacha kukupenda hata ufanye nini Nenda mahali penye upendo,swa,neutral,0.8228628635406494,1,1_nini_na_sana_ni,East Africa,Kenya/Tanzania,Swahili,2026-03-17,285
